name,email,phone,address,gender,qualification,experience_years,rating,fees_inr,success_rate,position,img_url,legal_issues
David Karpe,routkrisha@example.org,5039295970,"H.No. 95, Vala, South Dumdum-294955",male,Advocate,35,4.0,17221,0.91,Associate Lawyer,https://randomuser.me/api/portraits/men/95.jpg,FIR_denial|labor_rights_violation
Amrita Pathak,soodranveer@example.org,+916678718513,"62/578, Taneja, Ozhukarai 597976",female,Senior Advocate,16,3.22,5157,0.65,Senior Lawyer,https://randomuser.me/api/portraits/women/35.jpg,rent_eviction
Vritti Rajagopal,ojha@example.com,+917295548302,"28/498, Karpe Ganj, Thoothukudi 115425",male,LLB,34,3.87,15285,0.66,Associate Lawyer,https://randomuser.me/api/portraits/men/27.jpg,property_dispute|cyber_crime
Yasti Agate,vasudha23@example.org,05184003079,"566, Date Path, Mira-Bhayandar-473604",other,LLB,36,4.99,13077,0.66,Consultant,https://randomuser.me/api/portraits/women/7.jpg,harassment
Madhav Chander,ahanda@example.org,3004419007,"05/75, Kala Nagar, Loni-317900",other,LLB,39,3.78,12321,0.69,Partner,https://randomuser.me/api/portraits/women/41.jpg,cyber_crime|property_dispute
Vansha Sood,araman@example.net,09654593077,"H.No. 93, Kumar Road, Dibrugarh-481378",male,PhD in Law,14,4.13,8161,0.94,Legal Advisor,https://randomuser.me/api/portraits/men/21.jpg,bribery_corruption|workplace_discrimination
Yachana Bose,kamya03@example.net,04252085926,"06, Mangal Zila, Karaikudi 666486",female,LLM,33,4.33,10940,0.94,Partner,https://randomuser.me/api/portraits/women/99.jpg,labor_rights_violation
Aradhana Dave,shravyamajumdar@example.net,09886197058,"H.No. 480, Srinivasan Street, Raipur-127321",other,Advocate,1,3.33,9958,0.96,Legal Advisor,https://randomuser.me/api/portraits/women/29.jpg,workplace_discrimination|child_custody|consumer_rights
Anirudh Nigam,jhaverivasana@example.org,00083688459,"19/764, Sood Path, Muzaffarnagar 001197",other,Advocate,34,4.32,17954,0.91,Associate Lawyer,https://randomuser.me/api/portraits/women/27.jpg,FIR_denial|property_dispute
Vrinda Mutti,dhruvdevan@example.net,+918539609321,"240, Kannan Zila, Adoni 947066",male,Advocate,1,4.39,8558,0.58,Consultant,https://randomuser.me/api/portraits/men/98.jpg,child_custody
Manthan Sampath,urvi42@example.org,4648940558,"40/32, Bhandari Street, Farrukhabad-612815",male,Advocate,19,4.55,5339,0.79,Senior Lawyer,https://randomuser.me/api/portraits/men/5.jpg,FIR_denial
Tejas Bhat,bbarman@example.org,9644125359,"87/12, Desai Road, Jehanabad 205312",other,PhD in Law,15,4.08,18166,0.93,Legal Advisor,https://randomuser.me/api/portraits/women/9.jpg,consumer_rights|child_custody
Nathaniel Anand,ikbaldubey@example.com,05346804355,"03, Rajagopal Ganj, Chinsurah-229053",male,Senior Advocate,33,3.89,4751,0.73,Partner,https://randomuser.me/api/portraits/men/99.jpg,harassment|rent_eviction|FIR_denial
Chakradev Pant,hthaman@example.net,05770556199,"48/035, Rajagopalan Path, Panchkula-878458",male,LLB,1,4.4,4684,0.85,Partner,https://randomuser.me/api/portraits/men/6.jpg,FIR_denial|labor_rights_violation
Simon Khare,keersamaksh@example.org,00687252779,"H.No. 139, Sahni Ganj, Panipat 942086",male,Advocate,33,4.57,17687,0.66,Partner,https://randomuser.me/api/portraits/men/59.jpg,child_custody|bribery_corruption|labor_rights_violation
Yug Bansal,leelawagle@example.net,3168499159,"H.No. 64, Reddy Zila, Shimoga 568687",male,Senior Advocate,31,4.26,8064,0.98,Associate Lawyer,https://randomuser.me/api/portraits/men/97.jpg,harassment
Benjamin Kalla,yashvi19@example.net,04539213346,"173, Dave Nagar, Madanapalle 382342",male,LLB,39,4.28,4637,0.96,Associate Lawyer,https://randomuser.me/api/portraits/men/80.jpg,domestic_violence|child_custody
Megha Patla,ksengupta@example.com,1361998795,"H.No. 00, Lal Chowk, Avadi-015947",male,Advocate,1,4.87,1861,0.55,Consultant,https://randomuser.me/api/portraits/men/37.jpg,rent_eviction|cyber_bullying|domestic_violence
Harinakshi Toor,logan45@example.net,+916684899542,"H.No. 47, Goel Zila, Moradabad 044249",other,Advocate,8,3.12,17799,0.72,Senior Lawyer,https://randomuser.me/api/portraits/women/89.jpg,workplace_discrimination|labor_rights_violation|harassment
Manthan Deshpande,nimratbrar@example.org,2624148170,"H.No. 264, Bhagat Road, Vasai-Virar 760857",female,Senior Advocate,7,4.64,11738,0.67,Consultant,https://randomuser.me/api/portraits/women/82.jpg,FIR_denial
Vidhi Chauhan,hemang14@example.com,+913038039790,"03/40, Ganesan Chowk, Tadepalligudem-712529",other,Senior Advocate,4,4.13,15970,0.82,Consultant,https://randomuser.me/api/portraits/women/42.jpg,cyber_crime|bribery_corruption
Omya Kadakia,wmohan@example.net,09668046089,"H.No. 14, Amble Marg, Dhule-839145",male,PhD in Law,9,4.31,19212,0.57,Senior Lawyer,https://randomuser.me/api/portraits/men/20.jpg,harassment|bribery_corruption
Fariq Ganesh,ronithchhabra@example.net,+914754289724,"594, Mane Zila, Malegaon 649873",male,LLM,11,3.66,18691,0.61,Associate Lawyer,https://randomuser.me/api/portraits/men/10.jpg,cyber_crime|harassment|domestic_violence
Zinal Chanda,pushtidugar@example.com,+914725957048,"07/44, Barad Path, Ozhukarai 401672",male,LLB,31,4.77,1373,0.93,Consultant,https://randomuser.me/api/portraits/men/50.jpg,property_dispute|labor_rights_violation
Rayaan Seshadri,qdivan@example.net,03877409784,"84/80, Bhatia Path, Noida 785292",other,PhD in Law,38,4.66,17323,0.89,Associate Lawyer,https://randomuser.me/api/portraits/women/34.jpg,property_dispute|labor_rights_violation|FIR_denial
Ekaraj Ram,lila09@example.net,+912452237080,"84/32, Chaudhry Street, Singrauli 477500",male,LLM,37,3.47,17228,0.95,Senior Lawyer,https://randomuser.me/api/portraits/men/7.jpg,consumer_rights|bribery_corruption
Dhruv Prashad,thomassinghal@example.net,8976087673,"63/243, Shankar Street, Jorhat 439660",male,LLB,23,3.62,1193,0.73,Partner,https://randomuser.me/api/portraits/men/78.jpg,workplace_discrimination|harassment
Rachita Varty,zprasad@example.com,3283214825,"H.No. 012, Nadkarni Marg, Bilaspur-419051",other,Senior Advocate,28,4.43,1593,0.9,Legal Advisor,https://randomuser.me/api/portraits/women/98.jpg,FIR_denial
Thomas Swaminathan,hmodi@example.org,5730119349,"42, Saini Street, Bhimavaram 595886",female,Advocate,9,3.56,17406,0.92,Partner,https://randomuser.me/api/portraits/women/32.jpg,rent_eviction|FIR_denial
Libni Rout,darikadhillon@example.com,+912009757686,"H.No. 648, Sani Chowk, Vadodara-676164",male,LLM,20,3.72,7141,0.69,Legal Advisor,https://randomuser.me/api/portraits/men/36.jpg,bribery_corruption
Viraj Zachariah,prabhakarvaishnavi@example.net,+916492426154,"96/147, Kapur Zila, Adoni 363303",male,LLM,18,4.19,18352,0.95,Legal Advisor,https://randomuser.me/api/portraits/men/39.jpg,labor_rights_violation|harassment|FIR_denial
Lavanya Sinha,darajackson@example.com,0363189280,"73/40, Sachdeva Ganj, Jalna-871414",other,LLB,15,4.85,9827,0.82,Senior Lawyer,https://randomuser.me/api/portraits/women/20.jpg,workplace_discrimination|FIR_denial|cyber_bullying
Madhavi Dewan,asridhar@example.com,08684764935,"42/68, Kothari Street, Bhilwara-240380",female,LLB,2,3.83,1132,0.81,Senior Lawyer,https://randomuser.me/api/portraits/women/41.jpg,cyber_crime|child_custody|cyber_bullying
Frederick Shan,evarma@example.com,3103937626,"461, Sundaram Ganj, Darbhanga 906969",male,LLB,31,3.51,6773,0.51,Consultant,https://randomuser.me/api/portraits/men/34.jpg,FIR_denial
Krishna Narula,chanchalparmer@example.org,04410458580,"530, Bhasin Ganj, Raichur-023332",female,LLM,27,3.18,15113,0.59,Senior Lawyer,https://randomuser.me/api/portraits/women/24.jpg,domestic_violence
Diya Divan,pkari@example.com,09908726858,"H.No. 83, Sood Marg, Mysore-746135",male,Advocate,3,3.85,19549,0.61,Associate Lawyer,https://randomuser.me/api/portraits/men/31.jpg,domestic_violence|labor_rights_violation
Bachittar Khurana,atharv56@example.net,6267706457,"H.No. 920, Rau Ganj, Adoni-778968",female,PhD in Law,9,3.32,1929,0.74,Senior Lawyer,https://randomuser.me/api/portraits/women/20.jpg,domestic_violence|property_dispute|consumer_rights
Radha Jaggi,dipta27@example.com,+919921067408,"05, Rajagopalan Nagar, Rajkot-102369",male,Senior Advocate,5,4.34,18249,0.52,Associate Lawyer,https://randomuser.me/api/portraits/men/20.jpg,dowry|domestic_violence
Kalpit Keer,thomas11@example.com,9003457338,"36, Parsa Path, Gaya 709640",female,PhD in Law,5,4.89,13997,0.76,Associate Lawyer,https://randomuser.me/api/portraits/women/75.jpg,cyber_crime|property_dispute|rent_eviction
Tarak Peri,reyanshchand@example.net,+919693007189,"H.No. 41, Behl Road, Arrah 071904",other,Senior Advocate,19,3.54,3388,0.94,Legal Advisor,https://randomuser.me/api/portraits/women/85.jpg,cyber_bullying
Dipta Vasa,vamakshivirk@example.net,+916855936370,"68/137, Wali Road, Bhatpara-257542",female,PhD in Law,25,3.29,19047,0.9,Consultant,https://randomuser.me/api/portraits/women/85.jpg,rent_eviction|property_dispute|domestic_violence
Abeer Arora,darajasmit@example.com,+916339889901,"H.No. 96, Aggarwal Zila, Gudivada-542342",male,Senior Advocate,38,3.69,17515,0.72,Consultant,https://randomuser.me/api/portraits/men/54.jpg,property_dispute|domestic_violence|FIR_denial
Baljiwan Bhavsar,harini47@example.com,01632260173,"H.No. 51, Chawla Ganj, Sri Ganganagar-163096",other,Senior Advocate,29,3.72,19352,0.61,Consultant,https://randomuser.me/api/portraits/women/37.jpg,workplace_discrimination|cyber_bullying
Kavya Parikh,aadi44@example.org,04601818066,"H.No. 49, Kara Street, Gopalpur-970580",female,Advocate,12,3.53,1486,0.75,Partner,https://randomuser.me/api/portraits/women/74.jpg,labor_rights_violation|rent_eviction|cyber_bullying
Amol Ramachandran,gollayagnesh@example.org,+916924156145,"27, Choudhry, Pondicherry 729619",male,Senior Advocate,18,4.72,16432,0.84,Consultant,https://randomuser.me/api/portraits/men/71.jpg,harassment|consumer_rights
Chatura Maharaj,hardikdhar@example.net,04981124313,"H.No. 039, Boase Road, Motihari 307359",male,LLM,6,3.56,2792,0.78,Legal Advisor,https://randomuser.me/api/portraits/men/40.jpg,harassment|FIR_denial|domestic_violence
Shivansh Malhotra,cbassi@example.org,+914337104926,"90/266, Buch Street, Gorakhpur 845687",male,PhD in Law,13,3.51,12386,0.88,Consultant,https://randomuser.me/api/portraits/men/31.jpg,domestic_violence
Nilima Rai,samar92@example.com,06963957585,"52, Desai Road, Ratlam 928216",other,Advocate,32,3.59,10536,0.86,Partner,https://randomuser.me/api/portraits/women/74.jpg,bribery_corruption|dowry
Fitan Ramachandran,anarain@example.org,+915893612935,"H.No. 558, Basu Street, Jamnagar-270316",male,LLB,1,4.15,18215,0.54,Consultant,https://randomuser.me/api/portraits/men/91.jpg,FIR_denial
Arya Sarkar,hrastogi@example.net,03206884723,"H.No. 861, Patla Road, Ahmednagar-300437",other,LLB,2,4.91,12136,0.74,Consultant,https://randomuser.me/api/portraits/women/97.jpg,labor_rights_violation
Aahana Bera,farajvarughese@example.com,03617540551,"H.No. 94, Shere, Ahmedabad 722201",other,PhD in Law,2,4.09,13727,0.88,Senior Lawyer,https://randomuser.me/api/portraits/women/74.jpg,labor_rights_violation|bribery_corruption
Kala Sura,ethandeol@example.com,04273203207,"56, Varughese Path, Moradabad 171314",male,LLB,26,4.32,9354,0.73,Consultant,https://randomuser.me/api/portraits/men/38.jpg,workplace_discrimination|cyber_bullying
Saumya Rajagopal,banikgautam@example.net,02052800668,"731, Chakrabarti Zila, Bidar 243997",male,LLB,16,3.76,12672,0.54,Legal Advisor,https://randomuser.me/api/portraits/men/19.jpg,harassment|consumer_rights|workplace_discrimination
Rushil Bera,falakissac@example.org,0554833085,"739, Bhagat Nagar, Jabalpur-453526",female,Advocate,13,3.73,15519,0.65,Senior Lawyer,https://randomuser.me/api/portraits/women/13.jpg,cyber_crime|property_dispute
Utkarsh Korpal,yahvi95@example.com,+913715290623,"179, Magar Road, Deoghar 500700",male,Advocate,30,4.47,1182,0.68,Consultant,https://randomuser.me/api/portraits/men/4.jpg,cyber_bullying
Tanvi Cheema,nathwaida@example.com,01366357830,"91/772, Chandran, Morbi-031833",male,Advocate,18,3.62,5319,0.72,Partner,https://randomuser.me/api/portraits/men/38.jpg,FIR_denial|cyber_crime|cyber_bullying
Watika Krishna,yutikahayer@example.net,+919851412744,"52/01, Goda Ganj, Ongole-954911",other,LLM,31,3.6,8173,0.8,Legal Advisor,https://randomuser.me/api/portraits/women/50.jpg,labor_rights_violation
Anay Behl,bhattlavanya@example.org,+916638194539,"24/632, Garde Ganj, Guntakal 338003",other,Senior Advocate,13,3.76,10883,0.82,Consultant,https://randomuser.me/api/portraits/women/31.jpg,cyber_crime
Indali Shere,gadekabir@example.org,+914498460842,"950, Nori Chowk, Jorhat 044932",male,Senior Advocate,27,3.35,12400,0.56,Consultant,https://randomuser.me/api/portraits/men/99.jpg,labor_rights_violation
Ishaan Varkey,xmittal@example.com,05418000673,"H.No. 779, Bahri Circle, Korba 180844",other,LLB,37,3.21,3358,0.54,Consultant,https://randomuser.me/api/portraits/women/36.jpg,child_custody|harassment|workplace_discrimination
Gunbir Natarajan,oshukla@example.org,7292064423,"74, Rastogi Nagar, Dehradun-636332",female,Advocate,28,3.62,11890,0.52,Partner,https://randomuser.me/api/portraits/women/79.jpg,labor_rights_violation|child_custody
Hemang Sengupta,azad19@example.com,+912901139453,"H.No. 72, Sunder Zila, Gandhinagar-222504",other,Senior Advocate,6,4.93,10230,0.51,Partner,https://randomuser.me/api/portraits/women/91.jpg,cyber_crime|FIR_denial
Lopa Sangha,jeetsur@example.net,00917610821,"H.No. 503, Iyengar Nagar, Rourkela-547536",male,PhD in Law,33,4.51,1808,0.89,Partner,https://randomuser.me/api/portraits/men/80.jpg,cyber_crime|dowry|consumer_rights
Dominic Kibe,urishillaviswanathan@example.org,9372390645,"331, Gill Ganj, Serampore-834070",female,Advocate,36,4.42,11579,0.68,Legal Advisor,https://randomuser.me/api/portraits/women/61.jpg,labor_rights_violation|bribery_corruption|child_custody
Hardik Prakash,nitara85@example.net,9355050257,"H.No. 324, Goel Circle, Davanagere-054954",other,LLB,15,3.72,6556,0.6,Consultant,https://randomuser.me/api/portraits/women/95.jpg,workplace_discrimination
Zarna Shah,jeetkhosla@example.com,+912252859287,"62/19, Soni Chowk, Vellore-734392",male,PhD in Law,28,3.44,12199,0.59,Consultant,https://randomuser.me/api/portraits/men/21.jpg,workplace_discrimination
Hritik Cherian,yprashad@example.org,+911371110645,"H.No. 958, Batta Circle, Nagpur-636980",male,LLB,29,4.92,14891,0.72,Legal Advisor,https://randomuser.me/api/portraits/men/97.jpg,cyber_crime|labor_rights_violation|cyber_bullying
Jagdish Upadhyay,sawhneyturvi@example.net,4029560406,"87, Baria Marg, Sri Ganganagar-986825",female,Advocate,10,3.46,4592,0.65,Associate Lawyer,https://randomuser.me/api/portraits/women/98.jpg,child_custody
Gaurika Pingle,dakshborra@example.com,3365584689,"88, Chadha Path, Orai 265439",other,Senior Advocate,38,4.29,2005,0.84,Senior Lawyer,https://randomuser.me/api/portraits/women/72.jpg,child_custody
Ubika Ganesh,revaradhakrishnan@example.net,+918282583054,"846, Saini Road, Serampore-396797",male,Advocate,1,3.58,10065,0.83,Partner,https://randomuser.me/api/portraits/men/90.jpg,consumer_rights|bribery_corruption
Ishita Kashyap,dhingrabina@example.org,+915847296521,"H.No. 424, Lalla Zila, Bhalswa Jahangir Pur-265396",female,LLM,27,3.82,11717,0.51,Senior Lawyer,https://randomuser.me/api/portraits/women/76.jpg,labor_rights_violation|child_custody|domestic_violence
Finn Karnik,sinhamanan@example.net,5943573737,"82/486, Merchant Circle, Agra-135025",male,PhD in Law,3,3.3,15417,0.96,Associate Lawyer,https://randomuser.me/api/portraits/men/21.jpg,FIR_denial
Eshana Agarwal,mthakur@example.org,08276302726,"57/15, More Chowk, Shimoga 619527",other,Advocate,18,3.73,6658,0.58,Legal Advisor,https://randomuser.me/api/portraits/women/72.jpg,workplace_discrimination
Udarsh Ramanathan,upkaarsethi@example.com,6542933282,"04/131, Dixit Nagar, Kharagpur-185799",female,Advocate,20,4.91,9202,0.68,Associate Lawyer,https://randomuser.me/api/portraits/women/57.jpg,workplace_discrimination
Vinaya Apte,ekansh18@example.net,+914407809107,"485, Tiwari Nagar, Bharatpur-081094",male,PhD in Law,1,3.19,9740,0.54,Senior Lawyer,https://randomuser.me/api/portraits/men/91.jpg,cyber_bullying|rent_eviction
Brinda Kant,champaksathe@example.com,+912775801559,"05, Sidhu Chowk, Unnao 297041",male,LLM,11,3.16,8843,0.96,Legal Advisor,https://randomuser.me/api/portraits/men/55.jpg,FIR_denial|bribery_corruption
Nitara Issac,daraurishilla@example.com,09732146682,"74/92, Pillay Road, Malegaon-664222",female,LLM,35,4.73,11360,0.97,Senior Lawyer,https://randomuser.me/api/portraits/women/71.jpg,domestic_violence|harassment|dowry
Warda Sandhu,bakhshisavant@example.com,02674059521,"07, Contractor Path, Sonipat-319057",female,LLB,30,3.15,11094,0.8,Senior Lawyer,https://randomuser.me/api/portraits/women/91.jpg,property_dispute|dowry|FIR_denial
Anirudh Singhal,neelimashenoy@example.org,07989336962,"08/964, Dhar Road, Raipur 141865",male,LLM,7,4.96,5127,0.93,Legal Advisor,https://randomuser.me/api/portraits/men/88.jpg,cyber_crime|workplace_discrimination|cyber_bullying
Chaaya Bala,inagarajan@example.net,01859237824,"H.No. 92, Chaudhry Path, Kharagpur 077738",other,LLM,12,3.79,4282,0.8,Consultant,https://randomuser.me/api/portraits/women/61.jpg,labor_rights_violation
Ganga Manne,mbains@example.net,03987909355,"68/87, Bedi Road, Dhule-794546",male,Advocate,20,4.57,4287,0.77,Associate Lawyer,https://randomuser.me/api/portraits/men/99.jpg,consumer_rights
Ekantika Sidhu,ckulkarni@example.com,6275688673,"16/67, Sarna Road, Khandwa-799749",other,LLM,35,3.1,1629,0.99,Partner,https://randomuser.me/api/portraits/women/48.jpg,workplace_discrimination
Chandani Ganesan,mekhalaraj@example.org,08344147763,"H.No. 421, Puri Nagar, Raurkela Industrial Township 402679",female,LLM,30,3.59,19824,0.64,Partner,https://randomuser.me/api/portraits/women/77.jpg,child_custody|workplace_discrimination
Chaitanya Dara,vansha84@example.net,05277804849,"27/79, Kulkarni Zila, Raiganj 314449",other,LLM,30,4.73,8552,0.65,Partner,https://randomuser.me/api/portraits/women/42.jpg,domestic_violence|property_dispute
Pushti Rattan,fpingle@example.org,+912977648898,"671, Gulati Street, Aizawl 184837",female,LLB,6,3.07,10692,0.89,Senior Lawyer,https://randomuser.me/api/portraits/women/72.jpg,child_custody|consumer_rights
Meghana More,anushashankar@example.org,00311533279,"10/73, Rajagopal Path, Bongaigaon-484180",male,LLM,15,3.33,19777,0.76,Associate Lawyer,https://randomuser.me/api/portraits/men/7.jpg,consumer_rights
Yoshita Jaggi,roygabriel@example.org,05823418574,"02/86, Goswami Road, Adoni-418948",female,LLB,18,3.41,17071,0.74,Consultant,https://randomuser.me/api/portraits/women/77.jpg,child_custody|domestic_violence
Faras Narayanan,sastryaarna@example.net,01462979212,"97/47, Sharaf Zila, Belgaum-270758",other,Senior Advocate,4,3.32,3102,0.73,Legal Advisor,https://randomuser.me/api/portraits/women/96.jpg,rent_eviction
Wriddhish Borde,cheriantejas@example.org,3424969091,"H.No. 399, Samra Zila, Sangli-Miraj & Kupwad 598667",female,LLM,12,3.21,9805,0.63,Senior Lawyer,https://randomuser.me/api/portraits/women/19.jpg,workplace_discrimination
Mason Sood,mananvarma@example.com,+914771082031,"H.No. 451, Sami Chowk, Bhalswa Jahangir Pur 557079",female,PhD in Law,27,3.66,4851,0.5,Senior Lawyer,https://randomuser.me/api/portraits/women/99.jpg,workplace_discrimination
Kamala Bhatia,ramakrishnansneha@example.com,07390632143,"99/49, Menon Street, Firozabad-158258",female,LLB,3,4.8,11774,0.65,Legal Advisor,https://randomuser.me/api/portraits/women/90.jpg,domestic_violence|bribery_corruption|dowry
Hemang Issac,fiyazgill@example.com,+916323267788,"H.No. 03, Kala Zila, Suryapet 815951",male,LLM,12,3.4,15788,0.62,Legal Advisor,https://randomuser.me/api/portraits/men/19.jpg,cyber_bullying|property_dispute
Udant Tak,rajuyuvraj@example.com,00159149469,"72, Chhabra Road, Kakinada 191393",female,PhD in Law,29,4.27,18480,0.59,Consultant,https://randomuser.me/api/portraits/women/36.jpg,child_custody|rent_eviction|harassment
Abhiram Bakshi,gaurangchopra@example.com,4210553066,"84/531, Vala Chowk, Sasaram-808097",other,PhD in Law,17,3.73,9413,0.52,Partner,https://randomuser.me/api/portraits/women/87.jpg,consumer_rights|cyber_bullying|child_custody
Devansh Chokshi,chokshibenjamin@example.org,9648381167,"55/54, Bumb, Jamshedpur 828103",female,LLB,12,3.63,16571,0.99,Senior Lawyer,https://randomuser.me/api/portraits/women/64.jpg,dowry|workplace_discrimination|property_dispute
Januja Lanka,brargaurangi@example.com,+910268851082,"H.No. 37, Manne Zila, Kolhapur-377182",female,Senior Advocate,21,3.02,9561,0.64,Partner,https://randomuser.me/api/portraits/women/69.jpg,workplace_discrimination
Agastya Tata,wriddhishgill@example.net,+916662902188,"74/86, Bal, Rajahmundry-760612",male,Advocate,13,3.47,4750,0.9,Legal Advisor,https://randomuser.me/api/portraits/men/51.jpg,child_custody
Radhika Mitra,jagrati35@example.net,+912819797234,"H.No. 545, Raghavan Road, Katihar-038919",female,Advocate,15,3.04,11076,0.64,Partner,https://randomuser.me/api/portraits/women/43.jpg,property_dispute
Qushi Mand,niteshaggarwal@example.com,03657603222,"H.No. 52, Kuruvilla Marg, Aurangabad-044493",male,PhD in Law,31,3.87,19582,0.71,Senior Lawyer,https://randomuser.me/api/portraits/men/63.jpg,FIR_denial|child_custody|cyber_crime
Hema Gole,ranairya@example.com,1602877770,"92, Sarkar Street, Nandyal-872236",male,PhD in Law,8,4.76,6557,0.62,Associate Lawyer,https://randomuser.me/api/portraits/men/72.jpg,child_custody|harassment|consumer_rights
Chandani Ahluwalia,lucky74@example.com,06321704173,"542, Patla Chowk, Satna-284772",male,LLB,36,3.29,19278,0.84,Senior Lawyer,https://randomuser.me/api/portraits/men/65.jpg,cyber_bullying|domestic_violence|labor_rights_violation
Pushti Bhasin,zmadan@example.net,06126143709,"15/60, Saini Marg, Muzaffarnagar 623355",other,Senior Advocate,37,4.64,4703,0.9,Partner,https://randomuser.me/api/portraits/women/77.jpg,property_dispute
Ridhi Bera,ekumer@example.com,02394068079,"65/054, Upadhyay Street, Sagar-308246",other,Senior Advocate,23,3.59,12938,0.77,Consultant,https://randomuser.me/api/portraits/women/54.jpg,dowry
Ranbir Mani,shereikbal@example.org,05624193083,"21, Parekh, Jabalpur 261493",male,Senior Advocate,37,3.35,12833,0.87,Partner,https://randomuser.me/api/portraits/men/57.jpg,dowry|rent_eviction|FIR_denial
Benjamin Wable,noah41@example.com,+917523808423,"799, Sood Zila, Sambalpur 920125",other,LLB,15,4.18,6537,0.86,Consultant,https://randomuser.me/api/portraits/women/50.jpg,property_dispute|child_custody|labor_rights_violation
Jagat Dugar,isaacluthra@example.com,06710412766,"82/204, Nagi Road, Madanapalle-951440",other,PhD in Law,24,4.33,3907,0.54,Consultant,https://randomuser.me/api/portraits/women/88.jpg,FIR_denial
Imaran Sami,jacksonvyas@example.com,05965184350,"H.No. 412, Konda, Kumbakonam-795055",other,LLB,30,3.81,19698,0.68,Legal Advisor,https://randomuser.me/api/portraits/women/95.jpg,labor_rights_violation
Kiaan Majumdar,magaromisha@example.net,2535933308,"25/160, Kant Path, Davanagere-915002",other,LLB,27,4.94,13084,0.8,Legal Advisor,https://randomuser.me/api/portraits/women/42.jpg,property_dispute|cyber_bullying|workplace_discrimination
Ojasvi Chadha,charanlad@example.org,9339858752,"H.No. 57, Kurian Nagar, Bharatpur 983478",male,LLM,37,3.64,19417,0.69,Legal Advisor,https://randomuser.me/api/portraits/men/43.jpg,rent_eviction
Inaya Bajwa,bhavikaiyer@example.org,02678561623,"87/83, Vora Zila, Nadiad 173330",male,LLB,9,4.83,15325,0.81,Associate Lawyer,https://randomuser.me/api/portraits/men/17.jpg,consumer_rights
Jyoti Swamy,fiyazbadal@example.org,+913672075349,"813, Hora Path, Madanapalle 243150",other,LLB,8,3.24,15901,0.56,Senior Lawyer,https://randomuser.me/api/portraits/women/51.jpg,child_custody|labor_rights_violation
Ayaan Mangat,anandchatura@example.com,0913752912,"H.No. 418, Rai Path, Jaipur 970327",female,Senior Advocate,40,3.86,11888,0.89,Senior Lawyer,https://randomuser.me/api/portraits/women/67.jpg,property_dispute|consumer_rights
Damyanti Chopra,elijahkata@example.net,01754945918,"H.No. 776, Yadav Ganj, Allahabad 089753",other,LLM,40,3.75,3797,0.76,Legal Advisor,https://randomuser.me/api/portraits/women/3.jpg,consumer_rights
Girik Bahl,fnaidu@example.net,+912003658337,"35/107, Dar Marg, Saharsa-573435",other,PhD in Law,27,4.13,12497,0.61,Senior Lawyer,https://randomuser.me/api/portraits/women/57.jpg,labor_rights_violation|harassment
Ranbir Srinivas,ichada@example.net,3622830294,"55/571, Om Road, Hapur-345193",male,Senior Advocate,3,4.25,9350,0.68,Senior Lawyer,https://randomuser.me/api/portraits/men/15.jpg,child_custody|harassment
Charita Krish,omyayogi@example.org,+919853931066,"H.No. 79, Pandya Zila, Kollam-594218",male,LLB,27,3.35,6692,0.55,Partner,https://randomuser.me/api/portraits/men/60.jpg,rent_eviction|bribery_corruption|domestic_violence
Darika Chandra,iraganguly@example.org,08451180115,"H.No. 630, Borah Ganj, Karnal-759555",other,LLM,29,3.22,4082,0.92,Senior Lawyer,https://randomuser.me/api/portraits/women/60.jpg,rent_eviction
Tanay Dhawan,naksh27@example.org,+913826558250,"86/471, Gola, Proddatur 222301",other,LLM,36,3.92,1479,0.7,Associate Lawyer,https://randomuser.me/api/portraits/women/53.jpg,labor_rights_violation|dowry|cyber_bullying
Dhriti Hayer,dalbir53@example.org,08335846422,"64/36, Mander Road, Hajipur 572106",female,Advocate,5,4.35,9192,0.91,Associate Lawyer,https://randomuser.me/api/portraits/women/54.jpg,child_custody|property_dispute|harassment
Victor Talwar,nimratdhillon@example.com,4108893098,"H.No. 86, Dugar Zila, Ballia 440782",female,LLB,33,3.8,14814,0.57,Consultant,https://randomuser.me/api/portraits/women/91.jpg,consumer_rights|cyber_bullying|child_custody
Logan Chowdhury,vkaul@example.net,04074998174,"882, Chaudry Chowk, Dewas-590610",male,Advocate,40,3.38,18342,0.52,Partner,https://randomuser.me/api/portraits/men/64.jpg,child_custody|labor_rights_violation|domestic_violence
Krishna Naik,bratti@example.org,04393261083,"H.No. 07, Doctor Street, Amroha 038548",female,Senior Advocate,4,3.39,10732,0.52,Partner,https://randomuser.me/api/portraits/women/55.jpg,rent_eviction|bribery_corruption
Bhavani Solanki,bbanik@example.net,07379178896,"40/37, Tank Nagar, Ratlam 926215",other,LLB,26,3.59,16416,0.6,Consultant,https://randomuser.me/api/portraits/women/88.jpg,workplace_discrimination|consumer_rights|cyber_crime
Anirudh Savant,balamol@example.org,05407466469,"H.No. 701, Mangal Road, Tiruvottiyur 410949",male,LLM,37,4.52,19684,0.55,Legal Advisor,https://randomuser.me/api/portraits/men/71.jpg,cyber_bullying|workplace_discrimination|child_custody
Ranbir Menon,ishanvisuresh@example.org,+914294839074,"35, Bansal Street, Gulbarga 036754",other,Advocate,2,4.36,1666,0.85,Partner,https://randomuser.me/api/portraits/women/4.jpg,consumer_rights|workplace_discrimination|child_custody
